algorithm,ari,cost_ratio_vs_kmeans,cost_sse,d,dataset,extra__algorithm,extra__avg_update_ms,extra__c2,extra__chunk_size,extra__cost_is_approx,extra__d,extra__eps,extra__facility_final,extra__levels_used,extra__m_factor,extra__m_summary,extra__mode,extra__opened_centers,extra__peak_mem_bytes,extra__points_seen,extra__r,extra__state_bytes,extra__stream_is_single_pass,extra__summary_points,extra__summary_size,extra__throughput_pts_per_sec,k,n,nmi,quality_loss_pct_vs_kmeans,runtime_sec,seed,stream_model,sweep_id
[Ailon2009] Streaming k-means#,0.59763,2.01941,210620.95312,25.0,anisotropic,Ailon2009 faithful (no refinement),3866.7911,,8192.0,,,,,,,,,,128203507.0,30000.0,,24192.0,,,224.0,1939.52143,8.0,30000.0,0.73992,101.94138,15.46773,77.0,insertion-only,Kmeans_sweep
Boutsidis2014_RandomProj_STREAMING,0.56448,1.10268,115008.2062,25.0,anisotropic,,4.27539,8.0,1024.0,0.0,25.0,0.3,,,,,batch_stream_wrapper,,98005704.0,30000.0,25.0,4964.0,0.0,,,218196.03504,8.0,30000.0,0.73926,10.26878,0.13749,77.0,insertion-only,Kmeans_sweep
KMeans(sk),0.61849,1.0,104295.64062,25.0,anisotropic,,,,,,,,,,,,,,49118149.0,30000.0,,,,,,116101.82323,8.0,30000.0,0.75226,0.0,0.25839,211.0,insertion-only,Kmeans_sweep
MiniBatchKMeans(sk),0.64468,1.12045,116858.90625,25.0,anisotropic,,,,,,,,,,,,,,49119149.0,30000.0,,,,,,435399.94903,8.0,30000.0,0.76303,12.04582,0.0689,211.0,insertion-only,Kmeans_sweep
[1]Guha2002_STREAMKMeans_Paper,0.59443,1.01145,105489.97039,25.0,anisotropic,,119.3038,,8192.0,,,,,1.0,2.0,32.0,,,98026185.0,30000.0,,6656.0,,32.0,,61058.94528,8.0,30000.0,0.74139,1.14513,0.49132,211.0,insertion-only,Kmeans_sweep
[16]Charikar2003_FacilityOnline,0.63792,1.01429,105786.51562,25.0,anisotropic,,0.12868,,,,,,512.0,,,,,60.0,49027633.0,30000.0,,6480.0,,,,7770.65633,8.0,30000.0,0.76194,1.42947,3.86067,211.0,insertion-only,Kmeans_sweep
[Ailon2009] Streaming k-means#,0.56975,1.7832,185980.875,25.0,anisotropic,Ailon2009 faithful (no refinement),3886.65204,,8192.0,,,,,,,,,,128203507.0,30000.0,,24192.0,,,224.0,1929.60554,8.0,30000.0,0.73671,78.32085,15.54721,211.0,insertion-only,Kmeans_sweep
Boutsidis2014_RandomProj_STREAMING,0.63101,1.00457,104772.82873,25.0,anisotropic,,4.1337,8.0,1024.0,0.0,25.0,0.3,,,,,batch_stream_wrapper,,98005704.0,30000.0,25.0,4964.0,0.0,,,224872.66641,8.0,30000.0,0.75763,0.45753,0.1334,211.0,insertion-only,Kmeans_sweep
KMeans(sk),0.61837,1.0,104297.50781,25.0,anisotropic,,,,,,,,,,,,,,49118149.0,30000.0,,,,,,132769.40737,8.0,30000.0,0.75222,0.0,0.22595,42.0,insertion-only,Kmeans_sweep
MiniBatchKMeans(sk),0.61401,1.00347,104659.57812,25.0,anisotropic,,,,,,,,,,,,,,49119181.0,30000.0,,,,,,698757.75312,8.0,30000.0,0.75021,0.34715,0.04293,42.0,insertion-only,Kmeans_sweep
[1]Guha2002_STREAMKMeans_Paper,0.63664,1.0095,105288.60504,25.0,anisotropic,,110.96315,,8192.0,,,,,1.0,2.0,32.0,,,98026185.0,30000.0,,6656.0,,32.0,,65500.76527,8.0,30000.0,0.76162,0.95025,0.458,42.0,insertion-only,Kmeans_sweep
[16]Charikar2003_FacilityOnline,0.64347,1.0645,111025.13281,25.0,anisotropic,,0.13228,,,,,,512.0,,,,,79.0,49036109.0,30000.0,,8532.0,,,,7559.65377,8.0,30000.0,0.7643,6.45041,3.96843,42.0,insertion-only,Kmeans_sweep
[Ailon2009] Streaming k-means#,0.54183,1.92709,200990.82812,25.0,anisotropic,Ailon2009 faithful (no refinement),3892.65038,,8192.0,,,,,,,,,,128203507.0,30000.0,,24192.0,,,224.0,1926.63525,8.0,30000.0,0.70227,92.70913,15.57118,42.0,insertion-only,Kmeans_sweep
Boutsidis2014_RandomProj_STREAMING,0.62053,1.1595,120933.96883,25.0,anisotropic,,4.11671,8.0,1024.0,0.0,25.0,0.5,,,,,batch_stream_wrapper,,98005704.0,30000.0,25.0,4964.0,0.0,,,226536.19802,8.0,30000.0,0.77819,15.95096,0.13242,42.0,insertion-only,Kmeans_sweep
KMeans(sk),0.61998,1.0,104298.0625,25.0,anisotropic,,,,,,,,,,,,,,49118165.0,30000.0,,,,,,106414.26791,8.0,30000.0,0.75298,0.0,0.28191,77.0,insertion-only,Kmeans_sweep
MiniBatchKMeans(sk),0.61974,1.08318,112973.60937,25.0,anisotropic,,,,,,,,,,,,,,49119181.0,30000.0,,,,,,588628.19766,8.0,30000.0,0.767,8.31803,0.05096,77.0,insertion-only,Kmeans_sweep
[1]Guha2002_STREAMKMeans_Paper,0.62986,1.00672,104998.95446,25.0,anisotropic,,111.24872,,8192.0,,,,,1.0,2.0,32.0,,,98026185.0,30000.0,,6656.0,,32.0,,65229.59817,8.0,30000.0,0.75861,0.672,0.45991,77.0,insertion-only,Kmeans_sweep
[16]Charikar2003_FacilityOnline,0.59932,1.02009,106394.30468,25.0,anisotropic,,0.12936,,,,,,512.0,,,,,66.0,49030393.0,30000.0,,7128.0,,,,7729.87123,8.0,30000.0,0.74306,2.00985,3.88104,77.0,insertion-only,Kmeans_sweep
[Ailon2009] Streaming k-means#,0.59763,2.01941,210620.95312,25.0,anisotropic,Ailon2009 faithful (no refinement),3870.26737,,8192.0,,,,,,,,,,128203507.0,30000.0,,24192.0,,,224.0,1937.77428,8.0,30000.0,0.73992,101.94138,15.48167,77.0,insertion-only,Kmeans_sweep
Boutsidis2014_RandomProj_STREAMING,0.56448,1.10268,115008.2062,25.0,anisotropic,,4.1463,8.0,1024.0,0.0,25.0,0.5,,,,,batch_stream_wrapper,,98005704.0,30000.0,25.0,4964.0,0.0,,,223311.76196,8.0,30000.0,0.73926,10.26878,0.13434,77.0,insertion-only,Kmeans_sweep
KMeans(sk),0.61849,1.0,104295.63281,25.0,anisotropic,,,,,,,,,,,,,,49118149.0,30000.0,,,,,,121190.67805,8.0,30000.0,0.75226,0.0,0.24754,211.0,insertion-only,Kmeans_sweep
MiniBatchKMeans(sk),0.64468,1.12045,116858.90625,25.0,anisotropic,,,,,,,,,,,,,,49119149.0,30000.0,,,,,,433099.63998,8.0,30000.0,0.76303,12.04582,0.06926,211.0,insertion-only,Kmeans_sweep
[1]Guha2002_STREAMKMeans_Paper,0.59443,1.01145,105489.97046,25.0,anisotropic,,111.58889,,8192.0,,,,,1.0,2.0,32.0,,,98026185.0,30000.0,,6656.0,,32.0,,65184.3917,8.0,30000.0,0.74139,1.14514,0.46023,211.0,insertion-only,Kmeans_sweep
[16]Charikar2003_FacilityOnline,0.63792,1.01429,105786.51562,25.0,anisotropic,,0.12677,,,,,,512.0,,,,,60.0,49027633.0,30000.0,,6480.0,,,,7887.93496,8.0,30000.0,0.76194,1.42947,3.80327,211.0,insertion-only,Kmeans_sweep
[Ailon2009] Streaming k-means#,0.56975,1.7832,185980.875,25.0,anisotropic,Ailon2009 faithful (no refinement),3852.58055,,8192.0,,,,,,,,,,128203507.0,30000.0,,24192.0,,,224.0,1946.67113,8.0,30000.0,0.73671,78.32086,15.41092,211.0,insertion-only,Kmeans_sweep
Boutsidis2014_RandomProj_STREAMING,0.63101,1.00457,104772.82873,25.0,anisotropic,,4.2967,8.0,1024.0,0.0,25.0,0.5,,,,,batch_stream_wrapper,,98005704.0,30000.0,25.0,4964.0,0.0,,,216302.93225,8.0,30000.0,0.75763,0.45754,0.13869,211.0,insertion-only,Kmeans_sweep
KMeans(sk),0.61837,1.0,104297.5,25.0,anisotropic,,,,,,,,,,,,,,49118149.0,30000.0,,,,,,135003.19809,8.0,30000.0,0.75222,0.0,0.22221,42.0,insertion-only,Kmeans_sweep
MiniBatchKMeans(sk),0.61401,1.00347,104659.57812,25.0,anisotropic,,,,,,,,,,,,,,49119181.0,30000.0,,,,,,748830.71954,8.0,30000.0,0.75021,0.34715,0.04006,42.0,insertion-only,Kmeans_sweep
[1]Guha2002_STREAMKMeans_Paper,0.63664,1.0095,105288.60512,25.0,anisotropic,,111.6754,,8192.0,,,,,1.0,2.0,32.0,,,98026185.0,30000.0,,6656.0,,32.0,,65236.80861,8.0,30000.0,0.76162,0.95026,0.45986,42.0,insertion-only,Kmeans_sweep
[16]Charikar2003_FacilityOnline,0.64347,1.0645,111025.13281,25.0,anisotropic,,0.13044,,,,,,512.0,,,,,79.0,49036109.0,30000.0,,8532.0,,,,7666.20091,8.0,30000.0,0.7643,6.45042,3.91328,42.0,insertion-only,Kmeans_sweep
[Ailon2009] Streaming k-means#,0.54183,1.92709,200990.82812,25.0,anisotropic,Ailon2009 faithful (no refinement),3867.53514,,8192.0,,,,,,,,,,128203507.0,30000.0,,24192.0,,,224.0,1939.14377,8.0,30000.0,0.70227,92.70915,15.47074,42.0,insertion-only,Kmeans_sweep
Boutsidis2014_RandomProj_STREAMING,0.62053,1.1595,120933.96883,25.0,anisotropic,,4.18571,8.0,1024.0,0.0,25.0,0.8,,,,,batch_stream_wrapper,,98005704.0,30000.0,25.0,4964.0,0.0,,,222331.32926,8.0,30000.0,0.77819,15.95097,0.13493,42.0,insertion-only,Kmeans_sweep
KMeans(sk),0.61998,1.0,104298.0625,25.0,anisotropic,,,,,,,,,,,,,,49118165.0,30000.0,,,,,,106526.25729,8.0,30000.0,0.75298,0.0,0.28162,77.0,insertion-only,Kmeans_sweep
MiniBatchKMeans(sk),0.61974,1.08318,112973.60937,25.0,anisotropic,,,,,,,,,,,,,,49119181.0,30000.0,,,,,,590121.36829,8.0,30000.0,0.767,8.31803,0.05083,77.0,insertion-only,Kmeans_sweep
[1]Guha2002_STREAMKMeans_Paper,0.60653,1.00792,105124.97469,25.0,anisotropic,,118.10189,,8192.0,,,,,1.0,2.0,32.0,,,98026185.0,30000.0,,6656.0,,32.0,,61654.44562,8.0,30000.0,0.74644,0.79283,0.48658,77.0,insertion-only,Kmeans_sweep
[16]Charikar2003_FacilityOnline,0.59932,1.02009,106394.30468,25.0,anisotropic,,0.13114,,,,,,512.0,,,,,66.0,49030393.0,30000.0,,7128.0,,,,7625.309,8.0,30000.0,0.74306,2.00985,3.93426,77.0,insertion-only,Kmeans_sweep
[Ailon2009] Streaming k-means#,0.59763,2.01941,210620.95312,25.0,anisotropic,Ailon2009 faithful (no refinement),3845.50689,,8192.0,,,,,,,,,,128203507.0,30000.0,,24192.0,,,224.0,1950.25133,8.0,30000.0,0.73992,101.94138,15.38263,77.0,insertion-only,Kmeans_sweep
Boutsidis2014_RandomProj_STREAMING,0.56448,1.10268,115008.2062,25.0,anisotropic,,4.22526,8.0,1024.0,0.0,25.0,0.8,,,,,batch_stream_wrapper,,98005704.0,30000.0,25.0,4964.0,0.0,,,221148.21998,8.0,30000.0,0.73926,10.26878,0.13565,77.0,insertion-only,Kmeans_sweep
KMeans(sk),0.61849,1.0,104295.64062,25.0,anisotropic,,,,,,,,,,,,,,49118149.0,30000.0,,,,,,114563.08438,8.0,30000.0,0.75226,0.0,0.26186,211.0,insertion-only,Kmeans_sweep
MiniBatchKMeans(sk),0.64468,1.12045,116858.90625,25.0,anisotropic,,,,,,,,,,,,,,49119149.0,30000.0,,,,,,419746.01672,8.0,30000.0,0.76303,12.04582,0.07147,211.0,insertion-only,Kmeans_sweep
[1]Guha2002_STREAMKMeans_Paper,0.59443,1.01145,105489.97039,25.0,anisotropic,,110.60996,,8192.0,,,,,1.0,2.0,32.0,,,98026185.0,30000.0,,6656.0,,32.0,,65674.64502,8.0,30000.0,0.74139,1.14513,0.45679,211.0,insertion-only,Kmeans_sweep
[16]Charikar2003_FacilityOnline,0.63792,1.01429,105786.51562,25.0,anisotropic,,0.12701,,,,,,512.0,,,,,60.0,49027633.0,30000.0,,6480.0,,,,7872.98986,8.0,30000.0,0.76194,1.42947,3.81049,211.0,insertion-only,Kmeans_sweep
[Ailon2009] Streaming k-means#,0.56975,1.7832,185980.875,25.0,anisotropic,Ailon2009 faithful (no refinement),3830.81777,,8192.0,,,,,,,,,,128203507.0,30000.0,,24192.0,,,224.0,1957.72923,8.0,30000.0,0.73671,78.32085,15.32387,211.0,insertion-only,Kmeans_sweep
Boutsidis2014_RandomProj_STREAMING,0.63101,1.00457,104772.82873,25.0,anisotropic,,4.18963,8.0,1024.0,0.0,25.0,0.8,,,,,batch_stream_wrapper,,98005704.0,30000.0,25.0,4964.0,0.0,,,221953.27568,8.0,30000.0,0.75763,0.45753,0.13516,211.0,insertion-only,Kmeans_sweep
KMeans(sk),1.0,1.0,1941047.75,25.0,high_dim_sparseish,,,,,,,,,,,,,,49118165.0,30000.0,,,,,,159938.08647,8.0,30000.0,1.0,0.0,0.18757,42.0,insertion-only,Kmeans_sweep
MiniBatchKMeans(sk),1.0,1.00008,1941215.125,25.0,high_dim_sparseish,,,,,,,,,,,,,,49119269.0,30000.0,,,,,,635001.82108,8.0,30000.0,1.0,0.00862,0.04724,42.0,insertion-only,Kmeans_sweep
[1]Guha2002_STREAMKMeans_Paper,1.0,0.99999,1941047.63137,25.0,high_dim_sparseish,,121.97945,,8192.0,,,,,1.0,2.0,32.0,,,98026185.0,30000.0,,6656.0,,32.0,,59818.94301,8.0,30000.0,1.0,-0.0,0.50151,42.0,insertion-only,Kmeans_sweep
[16]Charikar2003_FacilityOnline,1.0,1.00822,1957004.5,25.0,high_dim_sparseish,,0.13841,,,,,,32768.0,,,,,62.0,49028425.0,30000.0,,6696.0,,,,7224.55314,8.0,30000.0,1.0,0.82206,4.1525,42.0,insertion-only,Kmeans_sweep
[Ailon2009] Streaming k-means#,0.82556,2.61287,5071715.5,25.0,high_dim_sparseish,Ailon2009 faithful (no refinement),3859.52187,,8192.0,,,,,,,,,,128203507.0,30000.0,,24192.0,,,224.0,1943.17019,8.0,30000.0,0.9096,161.28751,15.43868,42.0,insertion-only,Kmeans_sweep
Boutsidis2014_RandomProj_STREAMING,0.99931,1.0,1941049.04466,25.0,high_dim_sparseish,,4.11055,8.0,1024.0,0.0,25.0,0.3,,,,,batch_stream_wrapper,,98005704.0,30000.0,25.0,4964.0,0.0,,,225088.69845,8.0,30000.0,0.99872,6e-05,0.13328,42.0,insertion-only,Kmeans_sweep
KMeans(sk),1.0,1.0,1941047.75,25.0,high_dim_sparseish,,,,,,,,,,,,,,49118133.0,30000.0,,,,,,144275.24831,8.0,30000.0,1.0,0.0,0.20793,77.0,insertion-only,Kmeans_sweep
MiniBatchKMeans(sk),1.0,1.00026,1941562.75,25.0,high_dim_sparseish,,,,,,,,,,,,,,49119149.0,30000.0,,,,,,535942.38662,8.0,30000.0,1.0,0.02653,0.05597,77.0,insertion-only,Kmeans_sweep
[1]Guha2002_STREAMKMeans_Paper,1.0,0.99999,1941047.74115,25.0,high_dim_sparseish,,114.42596,,8192.0,,,,,1.0,2.0,32.0,,,98026185.0,30000.0,,6656.0,,32.0,,63784.60086,8.0,30000.0,1.0,-0.0,0.47033,77.0,insertion-only,Kmeans_sweep
[16]Charikar2003_FacilityOnline,1.0,1.01094,1962285.25,25.0,high_dim_sparseish,,0.135,,,,,,32768.0,,,,,57.0,49026277.0,30000.0,,6156.0,,,,7407.1637,8.0,30000.0,1.0,1.09412,4.05013,77.0,insertion-only,Kmeans_sweep
[Ailon2009] Streaming k-means#,0.99992,1.49056,2893256.25,25.0,high_dim_sparseish,Ailon2009 faithful (no refinement),3827.989,,8192.0,,,,,,,,,,128203507.0,30000.0,,24192.0,,,224.0,1959.17662,8.0,30000.0,0.99985,49.05641,15.31255,77.0,insertion-only,Kmeans_sweep
Boutsidis2014_RandomProj_STREAMING,0.99916,1.0,1941050.00673,25.0,high_dim_sparseish,,4.51217,8.0,1024.0,0.0,25.0,0.3,,,,,batch_stream_wrapper,,98005704.0,30000.0,25.0,4964.0,0.0,,,206670.63933,8.0,30000.0,0.99854,0.00011,0.14515,77.0,insertion-only,Kmeans_sweep
KMeans(sk),1.0,1.0,1941047.75,25.0,high_dim_sparseish,,,,,,,,,,,,,,49118165.0,30000.0,,,,,,168635.52577,8.0,30000.0,1.0,0.0,0.17789,211.0,insertion-only,Kmeans_sweep
MiniBatchKMeans(sk),1.0,1.00012,1941287.0,25.0,high_dim_sparseish,,,,,,,,,,,,,,49119149.0,30000.0,,,,,,813126.57331,8.0,30000.0,1.0,0.01232,0.03689,211.0,insertion-only,Kmeans_sweep
[1]Guha2002_STREAMKMeans_Paper,1.0,0.99999,1941047.59006,25.0,high_dim_sparseish,,121.79541,,8192.0,,,,,1.0,2.0,32.0,,,98026185.0,30000.0,,6656.0,,32.0,,59890.58481,8.0,30000.0,1.0,-0.0,0.50091,211.0,insertion-only,Kmeans_sweep
[16]Charikar2003_FacilityOnline,1.0,1.0083,1957165.625,25.0,high_dim_sparseish,,0.13787,,,,,,32768.0,,,,,48.0,49022305.0,30000.0,,5184.0,,,,7252.86431,8.0,30000.0,1.0,0.83036,4.13629,211.0,insertion-only,Kmeans_sweep
[Ailon2009] Streaming k-means#,0.99347,1.81704,3526961.5,25.0,high_dim_sparseish,Ailon2009 faithful (no refinement),3863.92209,,8192.0,,,,,,,,,,128203507.0,30000.0,,24192.0,,,224.0,1940.95826,8.0,30000.0,0.99195,81.704,15.45628,211.0,insertion-only,Kmeans_sweep
Boutsidis2014_RandomProj_STREAMING,0.83467,1.43358,2782657.0989,25.0,high_dim_sparseish,,4.14467,8.0,1024.0,0.0,25.0,0.3,,,,,batch_stream_wrapper,,98005704.0,30000.0,25.0,4964.0,0.0,,,224830.95578,8.0,30000.0,0.9295,43.3585,0.13343,211.0,insertion-only,Kmeans_sweep
KMeans(sk),1.0,1.0,1941047.75,25.0,high_dim_sparseish,,,,,,,,,,,,,,49118165.0,30000.0,,,,,,158007.03993,8.0,30000.0,1.0,0.0,0.18986,42.0,insertion-only,Kmeans_sweep
MiniBatchKMeans(sk),1.0,1.00008,1941215.125,25.0,high_dim_sparseish,,,,,,,,,,,,,,49119181.0,30000.0,,,,,,599573.30766,8.0,30000.0,1.0,0.00862,0.05003,42.0,insertion-only,Kmeans_sweep
[1]Guha2002_STREAMKMeans_Paper,1.0,0.99999,1941047.63136,25.0,high_dim_sparseish,,116.96419,,8192.0,,,,,1.0,2.0,32.0,,,98026185.0,30000.0,,6656.0,,32.0,,62353.76638,8.0,30000.0,1.0,-0.0,0.48112,42.0,insertion-only,Kmeans_sweep
[16]Charikar2003_FacilityOnline,1.0,1.00822,1957004.5,25.0,high_dim_sparseish,,0.13724,,,,,,32768.0,,,,,62.0,49028425.0,30000.0,,6696.0,,,,7286.22688,8.0,30000.0,1.0,0.82206,4.11735,42.0,insertion-only,Kmeans_sweep
[Ailon2009] Streaming k-means#,0.82556,2.61287,5071715.5,25.0,high_dim_sparseish,Ailon2009 faithful (no refinement),3812.04862,,8192.0,,,,,,,,,,128203507.0,30000.0,,24192.0,,,224.0,1967.37043,8.0,30000.0,0.9096,161.28751,15.24878,42.0,insertion-only,Kmeans_sweep
Boutsidis2014_RandomProj_STREAMING,0.99931,1.0,1941049.04466,25.0,high_dim_sparseish,,4.1091,8.0,1024.0,0.0,25.0,0.5,,,,,batch_stream_wrapper,,98005704.0,30000.0,25.0,4964.0,0.0,,,225250.66231,8.0,30000.0,0.99872,6e-05,0.13318,42.0,insertion-only,Kmeans_sweep
KMeans(sk),1.0,1.0,1941047.75,25.0,high_dim_sparseish,,,,,,,,,,,,,,49118133.0,30000.0,,,,,,135493.85817,8.0,30000.0,1.0,0.0,0.22141,77.0,insertion-only,Kmeans_sweep
MiniBatchKMeans(sk),1.0,1.00026,1941562.75,25.0,high_dim_sparseish,,,,,,,,,,,,,,49119149.0,30000.0,,,,,,586050.53221,8.0,30000.0,1.0,0.02653,0.05119,77.0,insertion-only,Kmeans_sweep
[1]Guha2002_STREAMKMeans_Paper,1.0,0.99999,1941047.74115,25.0,high_dim_sparseish,,114.75106,,8192.0,,,,,1.0,2.0,32.0,,,98026185.0,30000.0,,6656.0,,32.0,,63563.41258,8.0,30000.0,1.0,-0.0,0.47196,77.0,insertion-only,Kmeans_sweep
[16]Charikar2003_FacilityOnline,1.0,1.01094,1962285.25,25.0,high_dim_sparseish,,0.13691,,,,,,32768.0,,,,,57.0,49026277.0,30000.0,,6156.0,,,,7303.62581,8.0,30000.0,1.0,1.09412,4.10754,77.0,insertion-only,Kmeans_sweep
[Ailon2009] Streaming k-means#,0.99992,1.49056,2893256.25,25.0,high_dim_sparseish,Ailon2009 faithful (no refinement),3866.34342,,8192.0,,,,,,,,,,128203507.0,30000.0,,24192.0,,,224.0,1939.74439,8.0,30000.0,0.99985,49.05641,15.46595,77.0,insertion-only,Kmeans_sweep
Boutsidis2014_RandomProj_STREAMING,0.99916,1.0,1941050.00673,25.0,high_dim_sparseish,,4.20015,8.0,1024.0,0.0,25.0,0.5,,,,,batch_stream_wrapper,,98005704.0,30000.0,25.0,4964.0,0.0,,,222185.73932,8.0,30000.0,0.99854,0.00011,0.13502,77.0,insertion-only,Kmeans_sweep
KMeans(sk),1.0,1.0,1941047.75,25.0,high_dim_sparseish,,,,,,,,,,,,,,49118165.0,30000.0,,,,,,144943.2034,8.0,30000.0,1.0,0.0,0.20697,211.0,insertion-only,Kmeans_sweep
MiniBatchKMeans(sk),1.0,1.00012,1941287.0,25.0,high_dim_sparseish,,,,,,,,,,,,,,49119149.0,30000.0,,,,,,769944.76467,8.0,30000.0,1.0,0.01232,0.03896,211.0,insertion-only,Kmeans_sweep
[1]Guha2002_STREAMKMeans_Paper,1.0,0.99999,1941047.59006,25.0,high_dim_sparseish,,119.30918,,8192.0,,,,,1.0,2.0,32.0,,,98026185.0,30000.0,,6656.0,,32.0,,61148.62083,8.0,30000.0,1.0,-0.0,0.4906,211.0,insertion-only,Kmeans_sweep
[16]Charikar2003_FacilityOnline,1.0,1.0083,1957165.625,25.0,high_dim_sparseish,,0.13973,,,,,,32768.0,,,,,48.0,49022305.0,30000.0,,5184.0,,,,7156.41862,8.0,30000.0,1.0,0.83036,4.19204,211.0,insertion-only,Kmeans_sweep
[Ailon2009] Streaming k-means#,0.99347,1.81704,3526961.5,25.0,high_dim_sparseish,Ailon2009 faithful (no refinement),3893.45636,,8192.0,,,,,,,,,,128203507.0,30000.0,,24192.0,,,224.0,1926.23195,8.0,30000.0,0.99195,81.704,15.57444,211.0,insertion-only,Kmeans_sweep
Boutsidis2014_RandomProj_STREAMING,0.83467,1.43358,2782657.0989,25.0,high_dim_sparseish,,4.08372,8.0,1024.0,0.0,25.0,0.5,,,,,batch_stream_wrapper,,98005704.0,30000.0,25.0,4964.0,0.0,,,228108.11448,8.0,30000.0,0.9295,43.3585,0.13151,211.0,insertion-only,Kmeans_sweep
KMeans(sk),1.0,1.0,1941047.75,25.0,high_dim_sparseish,,,,,,,,,,,,,,49118165.0,30000.0,,,,,,157772.42833,8.0,30000.0,1.0,0.0,0.19014,42.0,insertion-only,Kmeans_sweep
MiniBatchKMeans(sk),1.0,1.00008,1941215.125,25.0,high_dim_sparseish,,,,,,,,,,,,,,49119181.0,30000.0,,,,,,619507.79238,8.0,30000.0,1.0,0.00862,0.04842,42.0,insertion-only,Kmeans_sweep
[1]Guha2002_STREAMKMeans_Paper,1.0,0.99999,1941047.63137,25.0,high_dim_sparseish,,114.03704,,8192.0,,,,,1.0,2.0,32.0,,,98026185.0,30000.0,,6656.0,,32.0,,63879.19167,8.0,30000.0,1.0,-0.0,0.46963,42.0,insertion-only,Kmeans_sweep
[16]Charikar2003_FacilityOnline,1.0,1.00822,1957004.5,25.0,high_dim_sparseish,,0.13795,,,,,,32768.0,,,,,62.0,49028425.0,30000.0,,6696.0,,,,7248.96866,8.0,30000.0,1.0,0.82206,4.13851,42.0,insertion-only,Kmeans_sweep
[Ailon2009] Streaming k-means#,0.82556,2.61287,5071715.5,25.0,high_dim_sparseish,Ailon2009 faithful (no refinement),3820.78674,,8192.0,,,,,,,,,,128203507.0,30000.0,,24192.0,,,224.0,1962.87022,8.0,30000.0,0.9096,161.28751,15.28374,42.0,insertion-only,Kmeans_sweep
Boutsidis2014_RandomProj_STREAMING,0.99931,1.0,1941049.04466,25.0,high_dim_sparseish,,4.16729,8.0,1024.0,0.0,25.0,0.8,,,,,batch_stream_wrapper,,98005704.0,30000.0,25.0,4964.0,0.0,,,224033.36603,8.0,30000.0,0.99872,6e-05,0.1339,42.0,insertion-only,Kmeans_sweep
KMeans(sk),1.0,1.0,1941047.75,25.0,high_dim_sparseish,,,,,,,,,,,,,,49118133.0,30000.0,,,,,,149289.10394,8.0,30000.0,1.0,0.0,0.20095,77.0,insertion-only,Kmeans_sweep
MiniBatchKMeans(sk),1.0,1.00026,1941562.75,25.0,high_dim_sparseish,,,,,,,,,,,,,,49119149.0,30000.0,,,,,,538911.66788,8.0,30000.0,1.0,0.02653,0.05566,77.0,insertion-only,Kmeans_sweep
[1]Guha2002_STREAMKMeans_Paper,1.0,0.99999,1941047.74115,25.0,high_dim_sparseish,,114.47128,,8192.0,,,,,1.0,2.0,32.0,,,98026185.0,30000.0,,6656.0,,32.0,,63636.55888,8.0,30000.0,1.0,-0.0,0.47142,77.0,insertion-only,Kmeans_sweep
[16]Charikar2003_FacilityOnline,1.0,1.01094,1962285.25,25.0,high_dim_sparseish,,0.13443,,,,,,32768.0,,,,,57.0,49026277.0,30000.0,,6156.0,,,,7438.29223,8.0,30000.0,1.0,1.09412,4.03318,77.0,insertion-only,Kmeans_sweep
[Ailon2009] Streaming k-means#,0.99992,1.49056,2893256.25,25.0,high_dim_sparseish,Ailon2009 faithful (no refinement),3896.71803,,8192.0,,,,,,,,,,128203507.0,30000.0,,24192.0,,,224.0,1924.624,8.0,30000.0,0.99985,49.05641,15.58746,77.0,insertion-only,Kmeans_sweep
Boutsidis2014_RandomProj_STREAMING,0.99916,1.0,1941050.00673,25.0,high_dim_sparseish,,4.14754,8.0,1024.0,0.0,25.0,0.8,,,,,batch_stream_wrapper,,98005704.0,30000.0,25.0,4964.0,0.0,,,225215.43376,8.0,30000.0,0.99854,0.00011,0.1332,77.0,insertion-only,Kmeans_sweep
KMeans(sk),1.0,1.0,1941047.75,25.0,high_dim_sparseish,,,,,,,,,,,,,,49118165.0,30000.0,,,,,,153528.07516,8.0,30000.0,1.0,0.0,0.1954,211.0,insertion-only,Kmeans_sweep
MiniBatchKMeans(sk),1.0,1.00012,1941287.0,25.0,high_dim_sparseish,,,,,,,,,,,,,,49119149.0,30000.0,,,,,,693429.8378,8.0,30000.0,1.0,0.01232,0.04326,211.0,insertion-only,Kmeans_sweep
[1]Guha2002_STREAMKMeans_Paper,1.0,0.99999,1941047.59006,25.0,high_dim_sparseish,,123.1059,,8192.0,,,,,1.0,2.0,32.0,,,98026185.0,30000.0,,6656.0,,32.0,,59360.29393,8.0,30000.0,1.0,-0.0,0.50538,211.0,insertion-only,Kmeans_sweep
[16]Charikar2003_FacilityOnline,1.0,1.0083,1957165.625,25.0,high_dim_sparseish,,0.13796,,,,,,32768.0,,,,,48.0,49022305.0,30000.0,,5184.0,,,,7247.97952,8.0,30000.0,1.0,0.83036,4.13908,211.0,insertion-only,Kmeans_sweep
[Ailon2009] Streaming k-means#,0.99347,1.81704,3526961.5,25.0,high_dim_sparseish,Ailon2009 faithful (no refinement),3840.55878,,8192.0,,,,,,,,,,128203507.0,30000.0,,24192.0,,,224.0,1952.76576,8.0,30000.0,0.99195,81.704,15.36282,211.0,insertion-only,Kmeans_sweep
